parameter_set_id,metric_name,candidate_branch,tail_occurrence_count_11_28,tail_occurrence_count_12_00,selected_count_11_28,selected_count_12_00,mean_P_L_11_28,mean_P_L_12_00,delta_P_L,mean_P1_11_28,mean_P1_12_00,delta_P1,mean_P2_11_28,mean_P2_12_00,delta_P2,mean_line_loading_11_28,mean_line_loading_12_00,delta_line_loading,candidate_tail_driver,note
benchmark_calibrated_seed,CRI,17,198,217,5,5,0.0474842627798519,0.0264236028283073,-0.0210606599515445,0.0463852627798519,0.0253246028283073,-0.0210606599515446,0.001099,0.001099,2.16840434497101e-19,0.477395264302797,0.521758935772819,0.0443636714700224,P2_increase,11.28 vs 12.00 tail candidate delta.
benchmark_calibrated_seed,CRI,18,125,126,31,37,0.248993808775696,0.292733646369174,0.0437398375934784,0.247671608775696,0.291456074940603,0.0437844661649069,0.00703192930434355,0.00525359408471003,-0.00177833521963352,0.644093902144466,0.648232482049388,0.00413857990492195,P_L_increase,11.28 vs 12.00 tail candidate delta.
benchmark_calibrated_seed,CRI,19,114,109,20,8,0.380029141909935,0.338644175536399,-0.0413849663735357,0.378645860902272,0.337479120490527,-0.041166740411745,0.00981328100766228,0.00469173394495412,-0.00512154706270816,0.935699560783203,0.731891714506245,-0.203807846276957,no_clear_driver,11.28 vs 12.00 tail candidate delta.
benchmark_calibrated_seed,CRI,20,125,126,12,8,0.111392649496178,0.0518319710904133,-0.0595606784057647,0.110243249496178,0.0507329710904133,-0.0595102784057647,0.00127064938744089,0.001099,-0.000171649387440888,0.792221464211469,0.757709245526445,-0.0345122186850246,no_clear_driver,11.28 vs 12.00 tail candidate delta.
benchmark_calibrated_seed,CRI,21,164,194,0,0,0.001525146427,0.001525146427,-6.50521303491303e-19,0.000426146427,0.000426146427,5.42101086242752e-20,0.001099,0.001099,2.16840434497101e-19,0.10340411387882,0.0845698153452697,-0.0188342985335504,P1_increase,11.28 vs 12.00 tail candidate delta.
benchmark_calibrated_seed,CRI,22,164,194,0,0,0.001512172414,0.001512172414,6.50521303491303e-19,0.000413172414,0.000413172414,1.0842021724855e-19,0.001099,0.001099,2.16840434497101e-19,0.128014038469454,0.128758098476381,0.000744060006927283,P_L_increase,11.28 vs 12.00 tail candidate delta.
benchmark_calibrated_seed,CRI,23,157,182,20,8,0.287377584139311,0.220487582131131,-0.0668900020081801,0.286049284776254,0.219215505208054,-0.0668337795681997,0.00779033351762931,0.00353849869882889,-0.00425183481880042,0.728973072996767,0.49769072794184,-0.231282345054927,no_clear_driver,11.28 vs 12.00 tail candidate delta.
benchmark_calibrated_seed,CRI,24,208,236,0,0,0.001475246377,0.001475246377,0,0.000376246377000001,0.000376246377000001,5.42101086242752e-20,0.001099,0.001099,0,0.271406212649601,0.253961401546641,-0.0174448111029595,P1_increase,11.28 vs 12.00 tail candidate delta.
benchmark_calibrated_seed,CRI,25,208,236,12,12,0.0608802600202079,0.0582672259717049,-0.00261303404850293,0.0597293369432848,0.0571224632598405,-0.00260687368344427,0.00215896900622346,0.00185399214087359,-0.000304976865349872,0.580997013298672,0.628881696466739,0.047884683168066,line_loading_increase,11.28 vs 12.00 tail candidate delta.
benchmark_calibrated_seed,CRI,26,208,236,8,2,0.0615995751379686,0.0115727859059825,-0.0500267892319861,0.0604789405225838,0.0104737859059825,-0.0500051546166013,0.00227570673076923,0.001099,-0.00117670673076923,0.500122948645246,0.412590790219883,-0.0875321584253633,no_clear_driver,11.28 vs 12.00 tail candidate delta.
benchmark_calibrated_seed,CRI,27,164,165,53,64,0.368753992585017,0.388558228964309,0.0198042363792925,0.367347675511846,0.387110138055218,0.0197624625433724,0.00454515042652559,0.00354745335554967,-0.000997697070975921,0.919135779485496,0.908668504608501,-0.0104672748769948,P_L_increase,11.28 vs 12.00 tail candidate delta.
benchmark_calibrated_seed,CRI,28,208,236,0,0,0.001571054473,0.001571054473,2.16840434497101e-19,0.000472054473,0.000472054473,0,0.001099,0.001099,0,0.602760319306296,0.609117313579881,0.00635699427358472,P_L_increase,11.28 vs 12.00 tail candidate delta.
benchmark_calibrated_seed,CRI,29,208,236,0,0,0.0016978006,0.0016978006,-4.33680868994202e-19,0.0005988006,0.0005988006,-3.25260651745651e-19,0.001099,0.001099,0,0.19964246442571,0.205900109777328,0.00625764535161821,line_loading_increase,11.28 vs 12.00 tail candidate delta.
benchmark_calibrated_seed,CRI,30,214,238,12,12,0.115139871505831,0.0974453631985795,-0.0176945083072512,0.113948348141345,0.0962858589968989,-0.0176624891444459,0.00376998982468158,0.00245562604707158,-0.00131436377761001,0.457806780877323,0.42681433327684,-0.0309924476004835,no_clear_driver,11.28 vs 12.00 tail candidate delta.
benchmark_calibrated_seed,CRI,31,214,238,12,12,0.108975928911972,0.135907757713832,0.02693182880186,0.107780199940009,0.134687749310471,0.0269075493704612,0.00366096716257588,0.00489379215516803,0.00123282499259215,0.317463240629438,0.319665087491402,0.00220184686196412,P_L_increase,11.28 vs 12.00 tail candidate delta.
benchmark_calibrated_seed,CRI,32,164,165,0,0,0.001612970515,0.001612970515,2.16840434497101e-19,0.000513970515,0.000513970515,0,0.001099,0.001099,0,0.13104101569195,0.11676646811329,-0.0142745475786604,P_L_increase,11.28 vs 12.00 tail candidate delta.
benchmark_calibrated_seed,CRI,33,164,165,0,0,0.001123950025,0.001123950025,0,2.4950025e-05,2.4950025e-05,-3.3881317890172e-21,0.001099,0.001099,0,0.73058534980341,0.715282360347523,-0.0153029894558869,no_clear_driver,11.28 vs 12.00 tail candidate delta.
benchmark_calibrated_seed,CRI,34,164,165,0,0,0.001123950025,0.001123950025,0,2.4950025e-05,2.4950025e-05,-3.3881317890172e-21,0.001099,0.001099,0,0.627634489705992,0.629690947877046,0.00205645817105438,line_loading_increase,11.28 vs 12.00 tail candidate delta.
benchmark_calibrated_seed,CRI,35,208,236,0,0,0.001611972514,0.001611972514,0,0.000512972513999999,0.000512972513999999,0,0.001099,0.001099,0,0.683420981933012,0.681284869118658,-0.00213611281435488,no_clear_driver,11.28 vs 12.00 tail candidate delta.
benchmark_calibrated_seed,CRI,36,208,236,0,0,0.001679836582,0.001679836582,-4.33680868994202e-19,0.000580836582000001,0.000580836582,-2.16840434497101e-19,0.001099,0.001099,0,0.143908236163789,0.142560186989495,-0.00134804917429368,no_clear_driver,11.28 vs 12.00 tail candidate delta.
benchmark_calibrated_seed,CRI,37,208,236,0,0,0.0338985323375361,0.0546597587358719,0.0207612263983359,0.0327995323375361,0.0535607587358719,0.0207612263983359,0.001099,0.001099,0,0.742485581287316,0.734692390889705,-0.00779319039761139,P_L_increase,11.28 vs 12.00 tail candidate delta.
benchmark_calibrated_seed,CRI,38,208,236,0,0,0.001475246377,0.001475246377,0,0.000376246377000001,0.000376246377000001,5.42101086242752e-20,0.001099,0.001099,0,0.605279289754814,0.60695022173701,0.00167093198219581,P1_increase,11.28 vs 12.00 tail candidate delta.
benchmark_calibrated_seed,CRI,39,208,236,0,0,0.001543110445,0.001543110445,-6.50521303491303e-19,0.000444110445,0.000444110445,0,0.001099,0.001099,0,0.635968109851757,0.637954193807252,0.0019860839554946,line_loading_increase,11.28 vs 12.00 tail candidate delta.
benchmark_calibrated_seed,CRI,40,202,236,12,13,0.115268592414406,0.13696591601678,0.0216973236023737,0.114067117166881,0.135744882118475,0.0216777649515934,0.00550196111896878,0.00732009696247803,0.00181813584350925,0.332557528837631,0.382459296592512,0.0499017677548813,P_L_increase,11.28 vs 12.00 tail candidate delta.
benchmark_calibrated_seed,CRI,41,202,237,0,0,0.001555086457,0.001555086457,4.33680868994202e-19,0.000456086457,0.000456086457000001,1.0842021724855e-19,0.001099,0.001099,2.16840434497101e-19,0.62424183155178,0.628645653462879,0.004403821911099,P_L_increase,11.28 vs 12.00 tail candidate delta.
benchmark_calibrated_seed,CRI,42,188,238,12,12,0.123833144199441,0.140120432326113,0.0162872881266719,0.122624037816463,0.138896642410147,0.0162726045936843,0.00708768617021277,0.00771184692781886,0.000624160757606092,0.577939640472762,0.594739928713367,0.0168002882406048,P_L_increase,11.28 vs 12.00 tail candidate delta.
benchmark_calibrated_seed,CRI,43,202,238,0,0,0.001575046477,0.001575046477,6.50521303491303e-19,0.000476046477,0.000476046477,-1.0842021724855e-19,0.001099,0.001099,2.16840434497101e-19,0.215819961211497,0.208653278671812,-0.00716668253968453,P_L_increase,11.28 vs 12.00 tail candidate delta.
benchmark_calibrated_seed,CRI,44,202,238,0,0,0.001123950025,0.001123950025,-2.16840434497101e-19,2.4950025e-05,2.4950025e-05,3.3881317890172e-21,0.001099,0.001099,2.16840434497101e-19,0.288307313575239,0.278844083616117,-0.00946322995912241,P1_increase,11.28 vs 12.00 tail candidate delta.
benchmark_calibrated_seed,CRI,45,202,238,0,0,0.001550096452,0.001550096452,-6.50521303491303e-19,0.000451096452,0.000451096452,1.0842021724855e-19,0.001099,0.001099,2.16840434497101e-19,0.504183197579957,0.488729937585727,-0.0154532599942297,P1_increase,11.28 vs 12.00 tail candidate delta.
benchmark_calibrated_seed,CRI,46,202,238,0,0,0.001512172414,0.00359494340379868,0.00208277098979868,0.000413172414,0.00249594340379866,0.00208277098979866,0.001099,0.001099,2.16840434497101e-19,0.60178832400285,0.584606254646557,-0.0171820693562927,P_L_increase,11.28 vs 12.00 tail candidate delta.
benchmark_calibrated_seed,SLFOR,1,166,137,10,8,0.0676993933005422,0.0598405843248321,-0.00785880897571008,0.0665407547463253,0.0586890295803066,-0.00785172516601874,0.00348372537151405,0.00355322636557034,6.9500994056284e-05,0.494158251119174,0.527326321869625,0.0331680707504505,P2_increase,11.28 vs 12.00 tail candidate delta.
benchmark_calibrated_seed,SLFOR,2,224,221,0,1,0.001679836582,0.001679836582,0,0.000580836582000001,0.000580836582,-1.0842021724855e-19,0.001099,0.001099,-2.16840434497101e-19,0.219530977003781,0.215032664026657,-0.00449831297712347,selected_more_often_at_12mps,11.28 vs 12.00 tail candidate delta.
benchmark_calibrated_seed,SLFOR,3,133,115,47,54,0.421907299376737,0.513728784816181,0.0918214854394443,0.420429352008316,0.512201605957983,0.0917722539496668,0.0143763494098885,0.0159797428595272,0.00160339344963871,0.958835248942068,1.00094588077841,0.0421106318363411,P_L_increase,11.28 vs 12.00 tail candidate delta.
benchmark_calibrated_seed,SLFOR,4,180,168,13,13,0.07365388580175,0.0788046554700893,0.00515076966833931,0.07248988580175,0.0776360126129464,0.00514612681119643,0.00347068627342852,0.00413882662534738,0.000668140351918859,0.559015679414607,0.566055398787341,0.00703971937273407,P_L_increase,11.28 vs 12.00 tail candidate delta.
benchmark_calibrated_seed,SLFOR,5,193,181,0,0,0.001575046477,0.001575046477,-2.16840434497101e-19,0.000476046477,0.000476046477,0,0.001099,0.001099,-4.33680868994202e-19,0.465008805180822,0.491184968971403,0.0261761637905814,line_loading_increase,11.28 vs 12.00 tail candidate delta.
benchmark_calibrated_seed,SLFOR,6,222,224,0,0,0.00614299506805405,0.001645904548,-0.00449709052005405,0.005039941014,0.000546904548,-0.004493036466,0.00112627882823047,0.001099,-2.727882823047e-05,0.499557754676881,0.454548695022689,-0.0450090596541926,no_clear_driver,11.28 vs 12.00 tail candidate delta.
benchmark_calibrated_seed,SLFOR,7,222,224,12,12,0.100479398589189,0.0906810491809642,-0.00979834940822499,0.0992912094,0.0895016920381071,-0.00978951736189292,0.00284254633283811,0.00225520899292632,-0.00058733733991179,0.399774592189699,0.412875147734947,0.0131005555452476,line_loading_increase,11.28 vs 12.00 tail candidate delta.
benchmark_calibrated_seed,SLFOR,8,127,144,53,50,0.343685704698527,0.323647144927795,-0.0200385597707323,0.342388279501677,0.322435644927795,-0.0199526345738819,0.00671560916716205,0.00364670646907454,-0.00306890269808751,0.693804041169888,0.591189340512827,-0.102614700657061,no_clear_driver,11.28 vs 12.00 tail candidate delta.
benchmark_calibrated_seed,SLFOR,9,186,195,24,21,0.134666972919766,0.107216912138239,-0.0274500607815274,0.133451843887508,0.106025604445931,-0.0274262394415771,0.00716223682540174,0.00588167506764667,-0.00128056175775507,0.696116059059456,0.685800020338933,-0.010316038720523,no_clear_driver,11.28 vs 12.00 tail candidate delta.
