parameter_set_id,metric_name,initial_branch,tail_count_11_28,tail_count_12_00,tail_risk_mean_11_28,tail_risk_mean_12_00,chain_probability_mean_11_28,chain_probability_mean_12_00,severity_mean_11_28,severity_mean_12_00,delta_tail_risk_mean,delta_chain_probability,delta_severity,likely_driver,note
low_hidden_failure,SLFOR,19,NaN,8,NaN,10.4866787738055,NaN,0.697760917897168,NaN,2.1940208623151,NaN,NaN,NaN,initial_branch_composition_change,11.28 vs 12.00 tail branch diagnostic; no rerun
low_hidden_failure,SLFOR,42,5,NaN,2.916552995269,NaN,0.395136598615649,NaN,1.34166110400951,NaN,NaN,NaN,NaN,initial_branch_composition_change,11.28 vs 12.00 tail branch diagnostic; no rerun
low_hidden_failure,SLLR,10,3,NaN,1.31298657133772,NaN,0.225599067240158,NaN,1,NaN,NaN,NaN,NaN,initial_branch_composition_change,11.28 vs 12.00 tail branch diagnostic; no rerun
low_hidden_failure,SLLR,11,7,8,2.53284132505602,3.06316690619094,0.790561322064049,0.95608882210874,0.567053418246531,0.567053418246531,0.53032558113492,0.165527500044691,0,initial_branch_composition_change,11.28 vs 12.00 tail branch diagnostic; no rerun
low_hidden_failure,SLLR,14,9,NaN,0.998168479609876,NaN,0.434889043919125,NaN,0.61897589311554,NaN,NaN,NaN,NaN,initial_branch_composition_change,11.28 vs 12.00 tail branch diagnostic; no rerun
low_hidden_failure,SLLR,20,NaN,3,NaN,2.01657168126892,NaN,0.364660340193295,NaN,1,NaN,NaN,NaN,initial_branch_composition_change,11.28 vs 12.00 tail branch diagnostic; no rerun
low_hidden_failure,SLLR,23,NaN,6,NaN,1.78838861366096,NaN,0.588427854999067,NaN,0.700291642616277,NaN,NaN,NaN,initial_branch_composition_change,11.28 vs 12.00 tail branch diagnostic; no rerun
low_hidden_failure,SLLR,28,NaN,5,NaN,2.1820718279891,NaN,0.461325967862389,NaN,1,NaN,NaN,NaN,initial_branch_composition_change,11.28 vs 12.00 tail branch diagnostic; no rerun
low_hidden_failure,SLLR,42,5,2,2.26304356952434,2.18744961731814,0.395136598615649,0.362761130566855,0.923441574742214,1,-0.0755939522062001,-0.032375468048794,0.0765584252577856,initial_branch_composition_change,11.28 vs 12.00 tail branch diagnostic; no rerun
low_hidden_failure,SLLR,46,6,NaN,1.05091661519227,NaN,0.253844593041611,NaN,1,NaN,NaN,NaN,NaN,initial_branch_composition_change,11.28 vs 12.00 tail branch diagnostic; no rerun
low_hidden_failure,SNVOR,1,1,NaN,1.36175849838831,NaN,0.161625612565694,NaN,1.92360456873104,NaN,NaN,NaN,NaN,initial_branch_composition_change,11.28 vs 12.00 tail branch diagnostic; no rerun
low_hidden_failure,SNVOR,10,3,NaN,1.31298657133772,NaN,0.225599067240158,NaN,1,NaN,NaN,NaN,NaN,initial_branch_composition_change,11.28 vs 12.00 tail branch diagnostic; no rerun
