parameter_set_id,target_group,scenario_id,sigma,metric_name,metric_source,scale_variant,paper_table_value,paper_actual_value_if_table_unit_1e4,sim_var_value,comparison_mode,absolute_gap,relative_gap,ratio_paper_to_sim,match_status,note
high_hidden_failure,topology_compare,concentrated_bus34,0.95,CRI,markov_chain_summary.recomputed_weighted:CRI_recomputed,raw,7.1512,0.00071512,1,compare_to_paper_actual_1e_minus_4,0.99928488,1397.36670768542,0.00071512,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.95,CRI,markov_chain_summary.recomputed_weighted:CRI_recomputed,percent,7.1512,0.00071512,100,compare_to_paper_table_value,92.8488,12.9836670768542,0.071512,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.95,CRI,markov_chain_summary.recomputed_weighted:CRI_recomputed,percent,7.1512,0.00071512,100,compare_to_paper_actual_1e_minus_4,99.99928488,139835.670768542,7.1512e-06,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.95,CRI,markov_chain_summary.recomputed_weighted:CRI_recomputed,paper_table_1e4,7.1512,0.00071512,10000,compare_to_paper_table_value,9992.8488,1397.36670768542,0.00071512,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.95,CRI,markov_chain_summary.recomputed_weighted:CRI_recomputed,paper_table_1e4,7.1512,0.00071512,10000,compare_to_paper_actual_1e_minus_4,9999.99928488,13983666.0768542,7.1512e-08,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.95,CRI,markov_chain_summary.recomputed_weighted:CRI_recomputed,paper_actual_from_table,7.1512,0.00071512,1,compare_to_paper_table_value,-6.1512,-0.860163329231458,7.1512,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.95,CRI,markov_chain_summary.recomputed_weighted:CRI_recomputed,paper_actual_from_table,7.1512,0.00071512,1,compare_to_paper_actual_1e_minus_4,0.99928488,1397.36670768542,0.00071512,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.98,CRI,markov_chain_summary.basic:CRI_basic,raw,7.1512,0.00071512,1.11029459614503,compare_to_paper_table_value,-6.04090540385497,-0.844740100102776,6.44081311827432,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.98,CRI,markov_chain_summary.basic:CRI_basic,raw,7.1512,0.00071512,1.11029459614503,compare_to_paper_actual_1e_minus_4,1.10957947614503,1551.59899897224,0.000644081311827432,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.98,CRI,markov_chain_summary.basic:CRI_basic,percent,7.1512,0.00071512,111.029459614503,compare_to_paper_table_value,103.878259614503,14.5259899897224,0.0644081311827432,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.98,CRI,markov_chain_summary.basic:CRI_basic,percent,7.1512,0.00071512,111.029459614503,compare_to_paper_actual_1e_minus_4,111.028744494503,155258.899897224,6.44081311827432e-06,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.98,CRI,markov_chain_summary.basic:CRI_basic,paper_table_1e4,7.1512,0.00071512,11102.9459614503,compare_to_paper_table_value,11095.7947614503,1551.59899897224,0.000644081311827432,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.98,CRI,markov_chain_summary.basic:CRI_basic,paper_table_1e4,7.1512,0.00071512,11102.9459614503,compare_to_paper_actual_1e_minus_4,11102.9452463303,15525988.9897224,6.44081311827432e-08,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.98,CRI,markov_chain_summary.basic:CRI_basic,paper_actual_from_table,7.1512,0.00071512,1.11029459614503,compare_to_paper_table_value,-6.04090540385497,-0.844740100102776,6.44081311827432,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.98,CRI,markov_chain_summary.basic:CRI_basic,paper_actual_from_table,7.1512,0.00071512,1.11029459614503,compare_to_paper_actual_1e_minus_4,1.10957947614503,1551.59899897224,0.000644081311827432,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.98,CRI,markov_chain_summary.recomputed_weighted:CRI_recomputed,raw,7.1512,0.00071512,1.11029459614503,compare_to_paper_table_value,-6.04090540385497,-0.844740100102776,6.44081311827432,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.98,CRI,markov_chain_summary.recomputed_weighted:CRI_recomputed,raw,7.1512,0.00071512,1.11029459614503,compare_to_paper_actual_1e_minus_4,1.10957947614503,1551.59899897224,0.000644081311827432,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.98,CRI,markov_chain_summary.recomputed_weighted:CRI_recomputed,percent,7.1512,0.00071512,111.029459614503,compare_to_paper_table_value,103.878259614503,14.5259899897224,0.0644081311827432,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.98,CRI,markov_chain_summary.recomputed_weighted:CRI_recomputed,percent,7.1512,0.00071512,111.029459614503,compare_to_paper_actual_1e_minus_4,111.028744494503,155258.899897224,6.44081311827432e-06,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.98,CRI,markov_chain_summary.recomputed_weighted:CRI_recomputed,paper_table_1e4,7.1512,0.00071512,11102.9459614503,compare_to_paper_table_value,11095.7947614503,1551.59899897224,0.000644081311827432,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.98,CRI,markov_chain_summary.recomputed_weighted:CRI_recomputed,paper_table_1e4,7.1512,0.00071512,11102.9459614503,compare_to_paper_actual_1e_minus_4,11102.9452463303,15525988.9897224,6.44081311827432e-08,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.98,CRI,markov_chain_summary.recomputed_weighted:CRI_recomputed,paper_actual_from_table,7.1512,0.00071512,1.11029459614503,compare_to_paper_table_value,-6.04090540385497,-0.844740100102776,6.44081311827432,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.98,CRI,markov_chain_summary.recomputed_weighted:CRI_recomputed,paper_actual_from_table,7.1512,0.00071512,1.11029459614503,compare_to_paper_actual_1e_minus_4,1.10957947614503,1551.59899897224,0.000644081311827432,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.9,CRI,markov_chain_summary.basic:CRI_basic,raw,7.1512,0.00071512,1,compare_to_paper_table_value,-6.1512,-0.860163329231458,7.1512,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.9,CRI,markov_chain_summary.basic:CRI_basic,raw,7.1512,0.00071512,1,compare_to_paper_actual_1e_minus_4,0.99928488,1397.36670768542,0.00071512,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.9,CRI,markov_chain_summary.basic:CRI_basic,percent,7.1512,0.00071512,100,compare_to_paper_table_value,92.8488,12.9836670768542,0.071512,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.9,CRI,markov_chain_summary.basic:CRI_basic,percent,7.1512,0.00071512,100,compare_to_paper_actual_1e_minus_4,99.99928488,139835.670768542,7.1512e-06,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.9,CRI,markov_chain_summary.basic:CRI_basic,paper_table_1e4,7.1512,0.00071512,10000,compare_to_paper_table_value,9992.8488,1397.36670768542,0.00071512,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.9,CRI,markov_chain_summary.basic:CRI_basic,paper_table_1e4,7.1512,0.00071512,10000,compare_to_paper_actual_1e_minus_4,9999.99928488,13983666.0768542,7.1512e-08,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.9,CRI,markov_chain_summary.basic:CRI_basic,paper_actual_from_table,7.1512,0.00071512,1,compare_to_paper_table_value,-6.1512,-0.860163329231458,7.1512,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.9,CRI,markov_chain_summary.basic:CRI_basic,paper_actual_from_table,7.1512,0.00071512,1,compare_to_paper_actual_1e_minus_4,0.99928488,1397.36670768542,0.00071512,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.9,CRI,markov_chain_summary.recomputed_weighted:CRI_recomputed,raw,7.1512,0.00071512,1,compare_to_paper_table_value,-6.1512,-0.860163329231458,7.1512,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.9,CRI,markov_chain_summary.recomputed_weighted:CRI_recomputed,raw,7.1512,0.00071512,1,compare_to_paper_actual_1e_minus_4,0.99928488,1397.36670768542,0.00071512,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.9,CRI,markov_chain_summary.recomputed_weighted:CRI_recomputed,percent,7.1512,0.00071512,100,compare_to_paper_table_value,92.8488,12.9836670768542,0.071512,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.9,CRI,markov_chain_summary.recomputed_weighted:CRI_recomputed,percent,7.1512,0.00071512,100,compare_to_paper_actual_1e_minus_4,99.99928488,139835.670768542,7.1512e-06,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.9,CRI,markov_chain_summary.recomputed_weighted:CRI_recomputed,paper_table_1e4,7.1512,0.00071512,10000,compare_to_paper_table_value,9992.8488,1397.36670768542,0.00071512,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.9,CRI,markov_chain_summary.recomputed_weighted:CRI_recomputed,paper_table_1e4,7.1512,0.00071512,10000,compare_to_paper_actual_1e_minus_4,9999.99928488,13983666.0768542,7.1512e-08,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.9,CRI,markov_chain_summary.recomputed_weighted:CRI_recomputed,paper_actual_from_table,7.1512,0.00071512,1,compare_to_paper_table_value,-6.1512,-0.860163329231458,7.1512,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.9,CRI,markov_chain_summary.recomputed_weighted:CRI_recomputed,paper_actual_from_table,7.1512,0.00071512,1,compare_to_paper_actual_1e_minus_4,0.99928488,1397.36670768542,0.00071512,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.95,CRI,markov_chain_summary.basic:CRI_basic,raw,7.1512,0.00071512,1,compare_to_paper_table_value,-6.1512,-0.860163329231458,7.1512,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.95,CRI,markov_chain_summary.basic:CRI_basic,raw,7.1512,0.00071512,1,compare_to_paper_actual_1e_minus_4,0.99928488,1397.36670768542,0.00071512,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.95,CRI,markov_chain_summary.basic:CRI_basic,percent,7.1512,0.00071512,100,compare_to_paper_table_value,92.8488,12.9836670768542,0.071512,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.95,CRI,markov_chain_summary.basic:CRI_basic,percent,7.1512,0.00071512,100,compare_to_paper_actual_1e_minus_4,99.99928488,139835.670768542,7.1512e-06,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.95,CRI,markov_chain_summary.basic:CRI_basic,paper_table_1e4,7.1512,0.00071512,10000,compare_to_paper_table_value,9992.8488,1397.36670768542,0.00071512,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.95,CRI,markov_chain_summary.basic:CRI_basic,paper_table_1e4,7.1512,0.00071512,10000,compare_to_paper_actual_1e_minus_4,9999.99928488,13983666.0768542,7.1512e-08,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.95,CRI,markov_chain_summary.basic:CRI_basic,paper_actual_from_table,7.1512,0.00071512,1,compare_to_paper_table_value,-6.1512,-0.860163329231458,7.1512,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.95,CRI,markov_chain_summary.basic:CRI_basic,paper_actual_from_table,7.1512,0.00071512,1,compare_to_paper_actual_1e_minus_4,0.99928488,1397.36670768542,0.00071512,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.95,CRI,markov_chain_summary.recomputed_weighted:CRI_recomputed,raw,7.1512,0.00071512,1,compare_to_paper_table_value,-6.1512,-0.860163329231458,7.1512,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.95,CRI,markov_chain_summary.recomputed_weighted:CRI_recomputed,raw,7.1512,0.00071512,1,compare_to_paper_actual_1e_minus_4,0.99928488,1397.36670768542,0.00071512,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.95,CRI,markov_chain_summary.recomputed_weighted:CRI_recomputed,percent,7.1512,0.00071512,100,compare_to_paper_table_value,92.8488,12.9836670768542,0.071512,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.95,CRI,markov_chain_summary.recomputed_weighted:CRI_recomputed,percent,7.1512,0.00071512,100,compare_to_paper_actual_1e_minus_4,99.99928488,139835.670768542,7.1512e-06,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.95,CRI,markov_chain_summary.recomputed_weighted:CRI_recomputed,paper_table_1e4,7.1512,0.00071512,10000,compare_to_paper_table_value,9992.8488,1397.36670768542,0.00071512,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.95,CRI,markov_chain_summary.recomputed_weighted:CRI_recomputed,paper_table_1e4,7.1512,0.00071512,10000,compare_to_paper_actual_1e_minus_4,9999.99928488,13983666.0768542,7.1512e-08,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.95,CRI,markov_chain_summary.recomputed_weighted:CRI_recomputed,paper_actual_from_table,7.1512,0.00071512,1,compare_to_paper_table_value,-6.1512,-0.860163329231458,7.1512,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.95,CRI,markov_chain_summary.recomputed_weighted:CRI_recomputed,paper_actual_from_table,7.1512,0.00071512,1,compare_to_paper_actual_1e_minus_4,0.99928488,1397.36670768542,0.00071512,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.98,CRI,markov_chain_summary.basic:CRI_basic,raw,7.1512,0.00071512,1.11029459614503,compare_to_paper_table_value,-6.04090540385497,-0.844740100102776,6.44081311827432,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.98,CRI,markov_chain_summary.basic:CRI_basic,raw,7.1512,0.00071512,1.11029459614503,compare_to_paper_actual_1e_minus_4,1.10957947614503,1551.59899897224,0.000644081311827432,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.98,CRI,markov_chain_summary.basic:CRI_basic,percent,7.1512,0.00071512,111.029459614503,compare_to_paper_table_value,103.878259614503,14.5259899897224,0.0644081311827432,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.98,CRI,markov_chain_summary.basic:CRI_basic,percent,7.1512,0.00071512,111.029459614503,compare_to_paper_actual_1e_minus_4,111.028744494503,155258.899897224,6.44081311827432e-06,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.98,CRI,markov_chain_summary.basic:CRI_basic,paper_table_1e4,7.1512,0.00071512,11102.9459614503,compare_to_paper_table_value,11095.7947614503,1551.59899897224,0.000644081311827432,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.98,CRI,markov_chain_summary.basic:CRI_basic,paper_table_1e4,7.1512,0.00071512,11102.9459614503,compare_to_paper_actual_1e_minus_4,11102.9452463303,15525988.9897224,6.44081311827432e-08,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.98,CRI,markov_chain_summary.basic:CRI_basic,paper_actual_from_table,7.1512,0.00071512,1.11029459614503,compare_to_paper_table_value,-6.04090540385497,-0.844740100102776,6.44081311827432,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.98,CRI,markov_chain_summary.basic:CRI_basic,paper_actual_from_table,7.1512,0.00071512,1.11029459614503,compare_to_paper_actual_1e_minus_4,1.10957947614503,1551.59899897224,0.000644081311827432,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.98,CRI,markov_chain_summary.recomputed_weighted:CRI_recomputed,raw,7.1512,0.00071512,1.11029459614503,compare_to_paper_table_value,-6.04090540385497,-0.844740100102776,6.44081311827432,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.98,CRI,markov_chain_summary.recomputed_weighted:CRI_recomputed,raw,7.1512,0.00071512,1.11029459614503,compare_to_paper_actual_1e_minus_4,1.10957947614503,1551.59899897224,0.000644081311827432,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.98,CRI,markov_chain_summary.recomputed_weighted:CRI_recomputed,percent,7.1512,0.00071512,111.029459614503,compare_to_paper_table_value,103.878259614503,14.5259899897224,0.0644081311827432,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.98,CRI,markov_chain_summary.recomputed_weighted:CRI_recomputed,percent,7.1512,0.00071512,111.029459614503,compare_to_paper_actual_1e_minus_4,111.028744494503,155258.899897224,6.44081311827432e-06,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.98,CRI,markov_chain_summary.recomputed_weighted:CRI_recomputed,paper_table_1e4,7.1512,0.00071512,11102.9459614503,compare_to_paper_table_value,11095.7947614503,1551.59899897224,0.000644081311827432,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.98,CRI,markov_chain_summary.recomputed_weighted:CRI_recomputed,paper_table_1e4,7.1512,0.00071512,11102.9459614503,compare_to_paper_actual_1e_minus_4,11102.9452463303,15525988.9897224,6.44081311827432e-08,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.98,CRI,markov_chain_summary.recomputed_weighted:CRI_recomputed,paper_actual_from_table,7.1512,0.00071512,1.11029459614503,compare_to_paper_table_value,-6.04090540385497,-0.844740100102776,6.44081311827432,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.98,CRI,markov_chain_summary.recomputed_weighted:CRI_recomputed,paper_actual_from_table,7.1512,0.00071512,1.11029459614503,compare_to_paper_actual_1e_minus_4,1.10957947614503,1551.59899897224,0.000644081311827432,valid,scenario-aligned comparison; diagnostic only
low_hidden_failure,topology_compare,distributed_30_39,0.9,SLLR,markov_chain_summary.basic:SLLR,raw,6.3899,0.00063899,1,compare_to_paper_table_value,-5.3899,-0.843503028216404,6.3899,valid,scenario-aligned comparison; diagnostic only
low_hidden_failure,topology_compare,distributed_30_39,0.9,SLLR,markov_chain_summary.basic:SLLR,raw,6.3899,0.00063899,1,compare_to_paper_actual_1e_minus_4,0.99936101,1563.96971783596,0.00063899,valid,scenario-aligned comparison; diagnostic only
low_hidden_failure,topology_compare,distributed_30_39,0.9,SLLR,markov_chain_summary.basic:SLLR,percent,6.3899,0.00063899,100,compare_to_paper_table_value,93.6101,14.6496971783596,0.063899,valid,scenario-aligned comparison; diagnostic only
low_hidden_failure,topology_compare,distributed_30_39,0.9,SLLR,markov_chain_summary.basic:SLLR,percent,6.3899,0.00063899,100,compare_to_paper_actual_1e_minus_4,99.99936101,156495.971783596,6.3899e-06,valid,scenario-aligned comparison; diagnostic only
low_hidden_failure,topology_compare,distributed_30_39,0.9,SLLR,markov_chain_summary.basic:SLLR,paper_table_1e4,6.3899,0.00063899,10000,compare_to_paper_table_value,9993.6101,1563.96971783596,0.00063899,valid,scenario-aligned comparison; diagnostic only
low_hidden_failure,topology_compare,distributed_30_39,0.9,SLLR,markov_chain_summary.basic:SLLR,paper_table_1e4,6.3899,0.00063899,10000,compare_to_paper_actual_1e_minus_4,9999.99936101,15649696.1783596,6.3899e-08,valid,scenario-aligned comparison; diagnostic only
low_hidden_failure,topology_compare,distributed_30_39,0.9,SLLR,markov_chain_summary.basic:SLLR,paper_actual_from_table,6.3899,0.00063899,1,compare_to_paper_table_value,-5.3899,-0.843503028216404,6.3899,valid,scenario-aligned comparison; diagnostic only
low_hidden_failure,topology_compare,distributed_30_39,0.9,SLLR,markov_chain_summary.basic:SLLR,paper_actual_from_table,6.3899,0.00063899,1,compare_to_paper_actual_1e_minus_4,0.99936101,1563.96971783596,0.00063899,valid,scenario-aligned comparison; diagnostic only
low_hidden_failure,topology_compare,distributed_30_39,0.95,SLLR,markov_chain_summary.basic:SLLR,raw,6.3899,0.00063899,1,compare_to_paper_table_value,-5.3899,-0.843503028216404,6.3899,valid,scenario-aligned comparison; diagnostic only
low_hidden_failure,topology_compare,distributed_30_39,0.95,SLLR,markov_chain_summary.basic:SLLR,raw,6.3899,0.00063899,1,compare_to_paper_actual_1e_minus_4,0.99936101,1563.96971783596,0.00063899,valid,scenario-aligned comparison; diagnostic only
low_hidden_failure,topology_compare,distributed_30_39,0.95,SLLR,markov_chain_summary.basic:SLLR,percent,6.3899,0.00063899,100,compare_to_paper_table_value,93.6101,14.6496971783596,0.063899,valid,scenario-aligned comparison; diagnostic only
low_hidden_failure,topology_compare,distributed_30_39,0.95,SLLR,markov_chain_summary.basic:SLLR,percent,6.3899,0.00063899,100,compare_to_paper_actual_1e_minus_4,99.99936101,156495.971783596,6.3899e-06,valid,scenario-aligned comparison; diagnostic only
low_hidden_failure,topology_compare,distributed_30_39,0.95,SLLR,markov_chain_summary.basic:SLLR,paper_table_1e4,6.3899,0.00063899,10000,compare_to_paper_table_value,9993.6101,1563.96971783596,0.00063899,valid,scenario-aligned comparison; diagnostic only
low_hidden_failure,topology_compare,distributed_30_39,0.95,SLLR,markov_chain_summary.basic:SLLR,paper_table_1e4,6.3899,0.00063899,10000,compare_to_paper_actual_1e_minus_4,9999.99936101,15649696.1783596,6.3899e-08,valid,scenario-aligned comparison; diagnostic only
low_hidden_failure,topology_compare,distributed_30_39,0.95,SLLR,markov_chain_summary.basic:SLLR,paper_actual_from_table,6.3899,0.00063899,1,compare_to_paper_table_value,-5.3899,-0.843503028216404,6.3899,valid,scenario-aligned comparison; diagnostic only
low_hidden_failure,topology_compare,distributed_30_39,0.95,SLLR,markov_chain_summary.basic:SLLR,paper_actual_from_table,6.3899,0.00063899,1,compare_to_paper_actual_1e_minus_4,0.99936101,1563.96971783596,0.00063899,valid,scenario-aligned comparison; diagnostic only
low_hidden_failure,topology_compare,distributed_30_39,0.98,SLLR,markov_chain_summary.basic:SLLR,raw,6.3899,0.00063899,1,compare_to_paper_table_value,-5.3899,-0.843503028216404,6.3899,valid,scenario-aligned comparison; diagnostic only
low_hidden_failure,topology_compare,distributed_30_39,0.98,SLLR,markov_chain_summary.basic:SLLR,raw,6.3899,0.00063899,1,compare_to_paper_actual_1e_minus_4,0.99936101,1563.96971783596,0.00063899,valid,scenario-aligned comparison; diagnostic only
low_hidden_failure,topology_compare,distributed_30_39,0.98,SLLR,markov_chain_summary.basic:SLLR,percent,6.3899,0.00063899,100,compare_to_paper_table_value,93.6101,14.6496971783596,0.063899,valid,scenario-aligned comparison; diagnostic only
low_hidden_failure,topology_compare,distributed_30_39,0.98,SLLR,markov_chain_summary.basic:SLLR,percent,6.3899,0.00063899,100,compare_to_paper_actual_1e_minus_4,99.99936101,156495.971783596,6.3899e-06,valid,scenario-aligned comparison; diagnostic only
low_hidden_failure,topology_compare,distributed_30_39,0.98,SLLR,markov_chain_summary.basic:SLLR,paper_table_1e4,6.3899,0.00063899,10000,compare_to_paper_table_value,9993.6101,1563.96971783596,0.00063899,valid,scenario-aligned comparison; diagnostic only
low_hidden_failure,topology_compare,distributed_30_39,0.98,SLLR,markov_chain_summary.basic:SLLR,paper_table_1e4,6.3899,0.00063899,10000,compare_to_paper_actual_1e_minus_4,9999.99936101,15649696.1783596,6.3899e-08,valid,scenario-aligned comparison; diagnostic only
low_hidden_failure,topology_compare,distributed_30_39,0.98,SLLR,markov_chain_summary.basic:SLLR,paper_actual_from_table,6.3899,0.00063899,1,compare_to_paper_table_value,-5.3899,-0.843503028216404,6.3899,valid,scenario-aligned comparison; diagnostic only
low_hidden_failure,topology_compare,distributed_30_39,0.98,SLLR,markov_chain_summary.basic:SLLR,paper_actual_from_table,6.3899,0.00063899,1,compare_to_paper_actual_1e_minus_4,0.99936101,1563.96971783596,0.00063899,valid,scenario-aligned comparison; diagnostic only
medium_hidden_failure,topology_compare,distributed_30_39,0.9,SLLR,markov_chain_summary.basic:SLLR,raw,6.3899,0.00063899,1,compare_to_paper_table_value,-5.3899,-0.843503028216404,6.3899,valid,scenario-aligned comparison; diagnostic only
medium_hidden_failure,topology_compare,distributed_30_39,0.9,SLLR,markov_chain_summary.basic:SLLR,raw,6.3899,0.00063899,1,compare_to_paper_actual_1e_minus_4,0.99936101,1563.96971783596,0.00063899,valid,scenario-aligned comparison; diagnostic only
medium_hidden_failure,topology_compare,distributed_30_39,0.9,SLLR,markov_chain_summary.basic:SLLR,percent,6.3899,0.00063899,100,compare_to_paper_table_value,93.6101,14.6496971783596,0.063899,valid,scenario-aligned comparison; diagnostic only
medium_hidden_failure,topology_compare,distributed_30_39,0.9,SLLR,markov_chain_summary.basic:SLLR,percent,6.3899,0.00063899,100,compare_to_paper_actual_1e_minus_4,99.99936101,156495.971783596,6.3899e-06,valid,scenario-aligned comparison; diagnostic only
medium_hidden_failure,topology_compare,distributed_30_39,0.9,SLLR,markov_chain_summary.basic:SLLR,paper_table_1e4,6.3899,0.00063899,10000,compare_to_paper_table_value,9993.6101,1563.96971783596,0.00063899,valid,scenario-aligned comparison; diagnostic only
medium_hidden_failure,topology_compare,distributed_30_39,0.9,SLLR,markov_chain_summary.basic:SLLR,paper_table_1e4,6.3899,0.00063899,10000,compare_to_paper_actual_1e_minus_4,9999.99936101,15649696.1783596,6.3899e-08,valid,scenario-aligned comparison; diagnostic only
medium_hidden_failure,topology_compare,distributed_30_39,0.9,SLLR,markov_chain_summary.basic:SLLR,paper_actual_from_table,6.3899,0.00063899,1,compare_to_paper_table_value,-5.3899,-0.843503028216404,6.3899,valid,scenario-aligned comparison; diagnostic only
