parameter_set_id,target_group,scenario_id,sigma,metric_name,metric_source,scale_variant,paper_table_value,paper_actual_value_if_table_unit_1e4,sim_var_value,comparison_mode,absolute_gap,relative_gap,ratio_paper_to_sim,match_status,note
low_hidden_failure,topology_compare,concentrated_bus34,0.98,SLLR,markov_chain_summary.basic:SLLR,paper_table_1e4,8.5328,0.00085328,10000,compare_to_paper_actual_1e_minus_4,9999.99914672,11719481.4676542,8.5328e-08,valid,scenario-aligned comparison; diagnostic only
low_hidden_failure,topology_compare,concentrated_bus34,0.98,SLLR,markov_chain_summary.basic:SLLR,paper_actual_from_table,8.5328,0.00085328,1,compare_to_paper_table_value,-7.5328,-0.882805175323458,8.5328,valid,scenario-aligned comparison; diagnostic only
low_hidden_failure,topology_compare,concentrated_bus34,0.98,SLLR,markov_chain_summary.basic:SLLR,paper_actual_from_table,8.5328,0.00085328,1,compare_to_paper_actual_1e_minus_4,0.99914672,1170.94824676542,0.00085328,valid,scenario-aligned comparison; diagnostic only
medium_hidden_failure,topology_compare,concentrated_bus34,0.9,SLLR,markov_chain_summary.basic:SLLR,raw,8.5328,0.00085328,1,compare_to_paper_table_value,-7.5328,-0.882805175323458,8.5328,valid,scenario-aligned comparison; diagnostic only
medium_hidden_failure,topology_compare,concentrated_bus34,0.9,SLLR,markov_chain_summary.basic:SLLR,raw,8.5328,0.00085328,1,compare_to_paper_actual_1e_minus_4,0.99914672,1170.94824676542,0.00085328,valid,scenario-aligned comparison; diagnostic only
medium_hidden_failure,topology_compare,concentrated_bus34,0.9,SLLR,markov_chain_summary.basic:SLLR,percent,8.5328,0.00085328,100,compare_to_paper_table_value,91.4672,10.7194824676542,0.085328,valid,scenario-aligned comparison; diagnostic only
medium_hidden_failure,topology_compare,concentrated_bus34,0.9,SLLR,markov_chain_summary.basic:SLLR,percent,8.5328,0.00085328,100,compare_to_paper_actual_1e_minus_4,99.99914672,117193.824676542,8.5328e-06,valid,scenario-aligned comparison; diagnostic only
medium_hidden_failure,topology_compare,concentrated_bus34,0.9,SLLR,markov_chain_summary.basic:SLLR,paper_table_1e4,8.5328,0.00085328,10000,compare_to_paper_table_value,9991.4672,1170.94824676542,0.00085328,valid,scenario-aligned comparison; diagnostic only
medium_hidden_failure,topology_compare,concentrated_bus34,0.9,SLLR,markov_chain_summary.basic:SLLR,paper_table_1e4,8.5328,0.00085328,10000,compare_to_paper_actual_1e_minus_4,9999.99914672,11719481.4676542,8.5328e-08,valid,scenario-aligned comparison; diagnostic only
medium_hidden_failure,topology_compare,concentrated_bus34,0.9,SLLR,markov_chain_summary.basic:SLLR,paper_actual_from_table,8.5328,0.00085328,1,compare_to_paper_table_value,-7.5328,-0.882805175323458,8.5328,valid,scenario-aligned comparison; diagnostic only
medium_hidden_failure,topology_compare,concentrated_bus34,0.9,SLLR,markov_chain_summary.basic:SLLR,paper_actual_from_table,8.5328,0.00085328,1,compare_to_paper_actual_1e_minus_4,0.99914672,1170.94824676542,0.00085328,valid,scenario-aligned comparison; diagnostic only
medium_hidden_failure,topology_compare,concentrated_bus34,0.95,SLLR,markov_chain_summary.basic:SLLR,raw,8.5328,0.00085328,1,compare_to_paper_table_value,-7.5328,-0.882805175323458,8.5328,valid,scenario-aligned comparison; diagnostic only
medium_hidden_failure,topology_compare,concentrated_bus34,0.95,SLLR,markov_chain_summary.basic:SLLR,raw,8.5328,0.00085328,1,compare_to_paper_actual_1e_minus_4,0.99914672,1170.94824676542,0.00085328,valid,scenario-aligned comparison; diagnostic only
medium_hidden_failure,topology_compare,concentrated_bus34,0.95,SLLR,markov_chain_summary.basic:SLLR,percent,8.5328,0.00085328,100,compare_to_paper_table_value,91.4672,10.7194824676542,0.085328,valid,scenario-aligned comparison; diagnostic only
medium_hidden_failure,topology_compare,concentrated_bus34,0.95,SLLR,markov_chain_summary.basic:SLLR,percent,8.5328,0.00085328,100,compare_to_paper_actual_1e_minus_4,99.99914672,117193.824676542,8.5328e-06,valid,scenario-aligned comparison; diagnostic only
medium_hidden_failure,topology_compare,concentrated_bus34,0.95,SLLR,markov_chain_summary.basic:SLLR,paper_table_1e4,8.5328,0.00085328,10000,compare_to_paper_table_value,9991.4672,1170.94824676542,0.00085328,valid,scenario-aligned comparison; diagnostic only
medium_hidden_failure,topology_compare,concentrated_bus34,0.95,SLLR,markov_chain_summary.basic:SLLR,paper_table_1e4,8.5328,0.00085328,10000,compare_to_paper_actual_1e_minus_4,9999.99914672,11719481.4676542,8.5328e-08,valid,scenario-aligned comparison; diagnostic only
medium_hidden_failure,topology_compare,concentrated_bus34,0.95,SLLR,markov_chain_summary.basic:SLLR,paper_actual_from_table,8.5328,0.00085328,1,compare_to_paper_table_value,-7.5328,-0.882805175323458,8.5328,valid,scenario-aligned comparison; diagnostic only
medium_hidden_failure,topology_compare,concentrated_bus34,0.95,SLLR,markov_chain_summary.basic:SLLR,paper_actual_from_table,8.5328,0.00085328,1,compare_to_paper_actual_1e_minus_4,0.99914672,1170.94824676542,0.00085328,valid,scenario-aligned comparison; diagnostic only
medium_hidden_failure,topology_compare,concentrated_bus34,0.98,SLLR,markov_chain_summary.basic:SLLR,raw,8.5328,0.00085328,1,compare_to_paper_table_value,-7.5328,-0.882805175323458,8.5328,valid,scenario-aligned comparison; diagnostic only
medium_hidden_failure,topology_compare,concentrated_bus34,0.98,SLLR,markov_chain_summary.basic:SLLR,raw,8.5328,0.00085328,1,compare_to_paper_actual_1e_minus_4,0.99914672,1170.94824676542,0.00085328,valid,scenario-aligned comparison; diagnostic only
medium_hidden_failure,topology_compare,concentrated_bus34,0.98,SLLR,markov_chain_summary.basic:SLLR,percent,8.5328,0.00085328,100,compare_to_paper_table_value,91.4672,10.7194824676542,0.085328,valid,scenario-aligned comparison; diagnostic only
medium_hidden_failure,topology_compare,concentrated_bus34,0.98,SLLR,markov_chain_summary.basic:SLLR,percent,8.5328,0.00085328,100,compare_to_paper_actual_1e_minus_4,99.99914672,117193.824676542,8.5328e-06,valid,scenario-aligned comparison; diagnostic only
medium_hidden_failure,topology_compare,concentrated_bus34,0.98,SLLR,markov_chain_summary.basic:SLLR,paper_table_1e4,8.5328,0.00085328,10000,compare_to_paper_table_value,9991.4672,1170.94824676542,0.00085328,valid,scenario-aligned comparison; diagnostic only
medium_hidden_failure,topology_compare,concentrated_bus34,0.98,SLLR,markov_chain_summary.basic:SLLR,paper_table_1e4,8.5328,0.00085328,10000,compare_to_paper_actual_1e_minus_4,9999.99914672,11719481.4676542,8.5328e-08,valid,scenario-aligned comparison; diagnostic only
medium_hidden_failure,topology_compare,concentrated_bus34,0.98,SLLR,markov_chain_summary.basic:SLLR,paper_actual_from_table,8.5328,0.00085328,1,compare_to_paper_table_value,-7.5328,-0.882805175323458,8.5328,valid,scenario-aligned comparison; diagnostic only
medium_hidden_failure,topology_compare,concentrated_bus34,0.98,SLLR,markov_chain_summary.basic:SLLR,paper_actual_from_table,8.5328,0.00085328,1,compare_to_paper_actual_1e_minus_4,0.99914672,1170.94824676542,0.00085328,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.9,SLLR,markov_chain_summary.basic:SLLR,raw,8.5328,0.00085328,1,compare_to_paper_table_value,-7.5328,-0.882805175323458,8.5328,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.9,SLLR,markov_chain_summary.basic:SLLR,raw,8.5328,0.00085328,1,compare_to_paper_actual_1e_minus_4,0.99914672,1170.94824676542,0.00085328,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.9,SLLR,markov_chain_summary.basic:SLLR,percent,8.5328,0.00085328,100,compare_to_paper_table_value,91.4672,10.7194824676542,0.085328,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.9,SLLR,markov_chain_summary.basic:SLLR,percent,8.5328,0.00085328,100,compare_to_paper_actual_1e_minus_4,99.99914672,117193.824676542,8.5328e-06,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.9,SLLR,markov_chain_summary.basic:SLLR,paper_table_1e4,8.5328,0.00085328,10000,compare_to_paper_table_value,9991.4672,1170.94824676542,0.00085328,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.9,SLLR,markov_chain_summary.basic:SLLR,paper_table_1e4,8.5328,0.00085328,10000,compare_to_paper_actual_1e_minus_4,9999.99914672,11719481.4676542,8.5328e-08,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.9,SLLR,markov_chain_summary.basic:SLLR,paper_actual_from_table,8.5328,0.00085328,1,compare_to_paper_table_value,-7.5328,-0.882805175323458,8.5328,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.9,SLLR,markov_chain_summary.basic:SLLR,paper_actual_from_table,8.5328,0.00085328,1,compare_to_paper_actual_1e_minus_4,0.99914672,1170.94824676542,0.00085328,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.95,SLLR,markov_chain_summary.basic:SLLR,raw,8.5328,0.00085328,1,compare_to_paper_table_value,-7.5328,-0.882805175323458,8.5328,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.95,SLLR,markov_chain_summary.basic:SLLR,raw,8.5328,0.00085328,1,compare_to_paper_actual_1e_minus_4,0.99914672,1170.94824676542,0.00085328,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.95,SLLR,markov_chain_summary.basic:SLLR,percent,8.5328,0.00085328,100,compare_to_paper_table_value,91.4672,10.7194824676542,0.085328,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.95,SLLR,markov_chain_summary.basic:SLLR,percent,8.5328,0.00085328,100,compare_to_paper_actual_1e_minus_4,99.99914672,117193.824676542,8.5328e-06,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.95,SLLR,markov_chain_summary.basic:SLLR,paper_table_1e4,8.5328,0.00085328,10000,compare_to_paper_table_value,9991.4672,1170.94824676542,0.00085328,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.95,SLLR,markov_chain_summary.basic:SLLR,paper_table_1e4,8.5328,0.00085328,10000,compare_to_paper_actual_1e_minus_4,9999.99914672,11719481.4676542,8.5328e-08,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.95,SLLR,markov_chain_summary.basic:SLLR,paper_actual_from_table,8.5328,0.00085328,1,compare_to_paper_table_value,-7.5328,-0.882805175323458,8.5328,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.95,SLLR,markov_chain_summary.basic:SLLR,paper_actual_from_table,8.5328,0.00085328,1,compare_to_paper_actual_1e_minus_4,0.99914672,1170.94824676542,0.00085328,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.98,SLLR,markov_chain_summary.basic:SLLR,raw,8.5328,0.00085328,1,compare_to_paper_table_value,-7.5328,-0.882805175323458,8.5328,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.98,SLLR,markov_chain_summary.basic:SLLR,raw,8.5328,0.00085328,1,compare_to_paper_actual_1e_minus_4,0.99914672,1170.94824676542,0.00085328,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.98,SLLR,markov_chain_summary.basic:SLLR,percent,8.5328,0.00085328,100,compare_to_paper_table_value,91.4672,10.7194824676542,0.085328,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.98,SLLR,markov_chain_summary.basic:SLLR,percent,8.5328,0.00085328,100,compare_to_paper_actual_1e_minus_4,99.99914672,117193.824676542,8.5328e-06,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.98,SLLR,markov_chain_summary.basic:SLLR,paper_table_1e4,8.5328,0.00085328,10000,compare_to_paper_table_value,9991.4672,1170.94824676542,0.00085328,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.98,SLLR,markov_chain_summary.basic:SLLR,paper_table_1e4,8.5328,0.00085328,10000,compare_to_paper_actual_1e_minus_4,9999.99914672,11719481.4676542,8.5328e-08,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.98,SLLR,markov_chain_summary.basic:SLLR,paper_actual_from_table,8.5328,0.00085328,1,compare_to_paper_table_value,-7.5328,-0.882805175323458,8.5328,valid,scenario-aligned comparison; diagnostic only
high_hidden_failure,topology_compare,concentrated_bus34,0.98,SLLR,markov_chain_summary.basic:SLLR,paper_actual_from_table,8.5328,0.00085328,1,compare_to_paper_actual_1e_minus_4,0.99914672,1170.94824676542,0.00085328,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.9,SLLR,markov_chain_summary.basic:SLLR,raw,8.5328,0.00085328,1,compare_to_paper_table_value,-7.5328,-0.882805175323458,8.5328,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.9,SLLR,markov_chain_summary.basic:SLLR,raw,8.5328,0.00085328,1,compare_to_paper_actual_1e_minus_4,0.99914672,1170.94824676542,0.00085328,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.9,SLLR,markov_chain_summary.basic:SLLR,percent,8.5328,0.00085328,100,compare_to_paper_table_value,91.4672,10.7194824676542,0.085328,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.9,SLLR,markov_chain_summary.basic:SLLR,percent,8.5328,0.00085328,100,compare_to_paper_actual_1e_minus_4,99.99914672,117193.824676542,8.5328e-06,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.9,SLLR,markov_chain_summary.basic:SLLR,paper_table_1e4,8.5328,0.00085328,10000,compare_to_paper_table_value,9991.4672,1170.94824676542,0.00085328,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.9,SLLR,markov_chain_summary.basic:SLLR,paper_table_1e4,8.5328,0.00085328,10000,compare_to_paper_actual_1e_minus_4,9999.99914672,11719481.4676542,8.5328e-08,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.9,SLLR,markov_chain_summary.basic:SLLR,paper_actual_from_table,8.5328,0.00085328,1,compare_to_paper_table_value,-7.5328,-0.882805175323458,8.5328,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.9,SLLR,markov_chain_summary.basic:SLLR,paper_actual_from_table,8.5328,0.00085328,1,compare_to_paper_actual_1e_minus_4,0.99914672,1170.94824676542,0.00085328,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.95,SLLR,markov_chain_summary.basic:SLLR,raw,8.5328,0.00085328,1,compare_to_paper_table_value,-7.5328,-0.882805175323458,8.5328,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.95,SLLR,markov_chain_summary.basic:SLLR,raw,8.5328,0.00085328,1,compare_to_paper_actual_1e_minus_4,0.99914672,1170.94824676542,0.00085328,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.95,SLLR,markov_chain_summary.basic:SLLR,percent,8.5328,0.00085328,100,compare_to_paper_table_value,91.4672,10.7194824676542,0.085328,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.95,SLLR,markov_chain_summary.basic:SLLR,percent,8.5328,0.00085328,100,compare_to_paper_actual_1e_minus_4,99.99914672,117193.824676542,8.5328e-06,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.95,SLLR,markov_chain_summary.basic:SLLR,paper_table_1e4,8.5328,0.00085328,10000,compare_to_paper_table_value,9991.4672,1170.94824676542,0.00085328,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.95,SLLR,markov_chain_summary.basic:SLLR,paper_table_1e4,8.5328,0.00085328,10000,compare_to_paper_actual_1e_minus_4,9999.99914672,11719481.4676542,8.5328e-08,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.95,SLLR,markov_chain_summary.basic:SLLR,paper_actual_from_table,8.5328,0.00085328,1,compare_to_paper_table_value,-7.5328,-0.882805175323458,8.5328,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.95,SLLR,markov_chain_summary.basic:SLLR,paper_actual_from_table,8.5328,0.00085328,1,compare_to_paper_actual_1e_minus_4,0.99914672,1170.94824676542,0.00085328,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.98,SLLR,markov_chain_summary.basic:SLLR,raw,8.5328,0.00085328,1,compare_to_paper_table_value,-7.5328,-0.882805175323458,8.5328,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.98,SLLR,markov_chain_summary.basic:SLLR,raw,8.5328,0.00085328,1,compare_to_paper_actual_1e_minus_4,0.99914672,1170.94824676542,0.00085328,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.98,SLLR,markov_chain_summary.basic:SLLR,percent,8.5328,0.00085328,100,compare_to_paper_table_value,91.4672,10.7194824676542,0.085328,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.98,SLLR,markov_chain_summary.basic:SLLR,percent,8.5328,0.00085328,100,compare_to_paper_actual_1e_minus_4,99.99914672,117193.824676542,8.5328e-06,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.98,SLLR,markov_chain_summary.basic:SLLR,paper_table_1e4,8.5328,0.00085328,10000,compare_to_paper_table_value,9991.4672,1170.94824676542,0.00085328,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.98,SLLR,markov_chain_summary.basic:SLLR,paper_table_1e4,8.5328,0.00085328,10000,compare_to_paper_actual_1e_minus_4,9999.99914672,11719481.4676542,8.5328e-08,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.98,SLLR,markov_chain_summary.basic:SLLR,paper_actual_from_table,8.5328,0.00085328,1,compare_to_paper_table_value,-7.5328,-0.882805175323458,8.5328,valid,scenario-aligned comparison; diagnostic only
benchmark_calibrated_seed,topology_compare,concentrated_bus34,0.98,SLLR,markov_chain_summary.basic:SLLR,paper_actual_from_table,8.5328,0.00085328,1,compare_to_paper_actual_1e_minus_4,0.99914672,1170.94824676542,0.00085328,valid,scenario-aligned comparison; diagnostic only
low_hidden_failure,topology_compare,concentrated_bus34,0.9,SLFOR,markov_chain_summary.basic:SLFOR,raw,6.2588,0.00062588,1,compare_to_paper_table_value,-5.2588,-0.840224963251742,6.2588,valid,scenario-aligned comparison; diagnostic only
low_hidden_failure,topology_compare,concentrated_bus34,0.9,SLFOR,markov_chain_summary.basic:SLFOR,raw,6.2588,0.00062588,1,compare_to_paper_actual_1e_minus_4,0.99937412,1596.75036748258,0.00062588,valid,scenario-aligned comparison; diagnostic only
low_hidden_failure,topology_compare,concentrated_bus34,0.9,SLFOR,markov_chain_summary.basic:SLFOR,percent,6.2588,0.00062588,100,compare_to_paper_table_value,93.7412,14.9775036748258,0.062588,valid,scenario-aligned comparison; diagnostic only
low_hidden_failure,topology_compare,concentrated_bus34,0.9,SLFOR,markov_chain_summary.basic:SLFOR,percent,6.2588,0.00062588,100,compare_to_paper_actual_1e_minus_4,99.99937412,159774.036748258,6.2588e-06,valid,scenario-aligned comparison; diagnostic only
low_hidden_failure,topology_compare,concentrated_bus34,0.9,SLFOR,markov_chain_summary.basic:SLFOR,paper_table_1e4,6.2588,0.00062588,10000,compare_to_paper_table_value,9993.7412,1596.75036748258,0.00062588,valid,scenario-aligned comparison; diagnostic only
low_hidden_failure,topology_compare,concentrated_bus34,0.9,SLFOR,markov_chain_summary.basic:SLFOR,paper_table_1e4,6.2588,0.00062588,10000,compare_to_paper_actual_1e_minus_4,9999.99937412,15977502.6748258,6.2588e-08,valid,scenario-aligned comparison; diagnostic only
low_hidden_failure,topology_compare,concentrated_bus34,0.9,SLFOR,markov_chain_summary.basic:SLFOR,paper_actual_from_table,6.2588,0.00062588,1,compare_to_paper_table_value,-5.2588,-0.840224963251742,6.2588,valid,scenario-aligned comparison; diagnostic only
low_hidden_failure,topology_compare,concentrated_bus34,0.9,SLFOR,markov_chain_summary.basic:SLFOR,paper_actual_from_table,6.2588,0.00062588,1,compare_to_paper_actual_1e_minus_4,0.99937412,1596.75036748258,0.00062588,valid,scenario-aligned comparison; diagnostic only
low_hidden_failure,topology_compare,concentrated_bus34,0.95,SLFOR,markov_chain_summary.basic:SLFOR,raw,6.2588,0.00062588,1.93621790772862,compare_to_paper_table_value,-4.32258209227138,-0.690640712640024,3.23248740496477,valid,scenario-aligned comparison; diagnostic only
low_hidden_failure,topology_compare,concentrated_bus34,0.95,SLFOR,markov_chain_summary.basic:SLFOR,raw,6.2588,0.00062588,1.93621790772862,compare_to_paper_actual_1e_minus_4,1.93559202772862,3092.59287359976,0.000323248740496477,valid,scenario-aligned comparison; diagnostic only
low_hidden_failure,topology_compare,concentrated_bus34,0.95,SLFOR,markov_chain_summary.basic:SLFOR,percent,6.2588,0.00062588,193.621790772862,compare_to_paper_table_value,187.362990772862,29.9359287359976,0.0323248740496477,valid,scenario-aligned comparison; diagnostic only
