parameter_set_id,target_group,scenario_id,sample_variant,metric_name,metric_source,sigma,paper_value,sim_var_value,absolute_gap,relative_gap,ratio_paper_to_sim,match_status,note
low_hidden_failure,penetration_scan,penetration_80pct,initial_probability_weighted_display,SLFOR,SLFOR,0.95,12.5517,18.208600953476,5.656900953476,0.450687994677056,0.689328045726426,same_order,sigma=0.95 chain-risk VaR comparison
low_hidden_failure,penetration_scan,penetration_80pct,initial_probability_weighted_display,SNVOR,SNVOR,0.95,11.8034,8.12729069461648,-3.67610930538352,0.311444922135876,1.45231652111349,same_order,sigma=0.95 chain-risk VaR comparison
low_hidden_failure,penetration_scan,penetration_80pct,initial_probability_weighted_display,CRI,CRI_recomputed,0.95,13.3026,6.39365533116988,-6.90894466883012,0.519367954344426,2.08059353067636,same_order,sigma=0.95 chain-risk VaR comparison
low_hidden_failure,penetration_scan,penetration_80pct,initial_probability_weighted_display,CRI,CRI_basic,0.95,13.3026,6.3936553311699,-6.9089446688301,0.519367954344425,2.08059353067635,same_order,sigma=0.95 chain-risk VaR comparison
low_hidden_failure,topology_compare,concentrated_bus34,transition_probability_weighted,SLLR,SLLR,0.95,8.5328,NaN,NaN,NaN,NaN,missing_sim,sigma=0.95 chain-risk VaR comparison
low_hidden_failure,topology_compare,concentrated_bus34,transition_probability_weighted,SLFOR,SLFOR,0.95,6.2588,NaN,NaN,NaN,NaN,missing_sim,sigma=0.95 chain-risk VaR comparison
low_hidden_failure,topology_compare,concentrated_bus34,transition_probability_weighted,SNVOR,SNVOR,0.95,3.8986,NaN,NaN,NaN,NaN,missing_sim,sigma=0.95 chain-risk VaR comparison
low_hidden_failure,topology_compare,concentrated_bus34,transition_probability_weighted,CRI,CRI_recomputed,0.95,7.1512,NaN,NaN,NaN,NaN,missing_sim,sigma=0.95 chain-risk VaR comparison
low_hidden_failure,topology_compare,concentrated_bus34,transition_probability_weighted,CRI,CRI_basic,0.95,7.1512,NaN,NaN,NaN,NaN,missing_sim,sigma=0.95 chain-risk VaR comparison
low_hidden_failure,topology_compare,distributed_30_39,transition_probability_weighted,SLLR,SLLR,0.95,6.3899,NaN,NaN,NaN,NaN,missing_sim,sigma=0.95 chain-risk VaR comparison
low_hidden_failure,topology_compare,distributed_30_39,transition_probability_weighted,SLFOR,SLFOR,0.95,4.2521,NaN,NaN,NaN,NaN,missing_sim,sigma=0.95 chain-risk VaR comparison
low_hidden_failure,topology_compare,distributed_30_39,transition_probability_weighted,SNVOR,SNVOR,0.95,2.6697,NaN,NaN,NaN,NaN,missing_sim,sigma=0.95 chain-risk VaR comparison
low_hidden_failure,topology_compare,distributed_30_39,transition_probability_weighted,CRI,CRI_recomputed,0.95,5.2183,NaN,NaN,NaN,NaN,missing_sim,sigma=0.95 chain-risk VaR comparison
low_hidden_failure,topology_compare,distributed_30_39,transition_probability_weighted,CRI,CRI_basic,0.95,5.2183,NaN,NaN,NaN,NaN,missing_sim,sigma=0.95 chain-risk VaR comparison
low_hidden_failure,wind_speed_scan,wind_speed_11_28,transition_probability_weighted,SLLR,SLLR,0.95,7.5361,NaN,NaN,NaN,NaN,missing_sim,sigma=0.95 chain-risk VaR comparison
low_hidden_failure,wind_speed_scan,wind_speed_11_28,transition_probability_weighted,SLFOR,SLFOR,0.95,6.0213,NaN,NaN,NaN,NaN,missing_sim,sigma=0.95 chain-risk VaR comparison
low_hidden_failure,wind_speed_scan,wind_speed_11_28,transition_probability_weighted,SNVOR,SNVOR,0.95,6.5482,NaN,NaN,NaN,NaN,missing_sim,sigma=0.95 chain-risk VaR comparison
low_hidden_failure,wind_speed_scan,wind_speed_11_28,transition_probability_weighted,CRI,CRI_recomputed,0.95,7.0356,NaN,NaN,NaN,NaN,missing_sim,sigma=0.95 chain-risk VaR comparison
low_hidden_failure,wind_speed_scan,wind_speed_11_28,transition_probability_weighted,CRI,CRI_basic,0.95,7.0356,NaN,NaN,NaN,NaN,missing_sim,sigma=0.95 chain-risk VaR comparison
low_hidden_failure,wind_speed_scan,wind_speed_12_00,transition_probability_weighted,SLLR,SLLR,0.95,6.6351,NaN,NaN,NaN,NaN,missing_sim,sigma=0.95 chain-risk VaR comparison
low_hidden_failure,wind_speed_scan,wind_speed_12_00,transition_probability_weighted,SLFOR,SLFOR,0.95,4.7631,NaN,NaN,NaN,NaN,missing_sim,sigma=0.95 chain-risk VaR comparison
low_hidden_failure,wind_speed_scan,wind_speed_12_00,transition_probability_weighted,SNVOR,SNVOR,0.95,4.9822,NaN,NaN,NaN,NaN,missing_sim,sigma=0.95 chain-risk VaR comparison
low_hidden_failure,wind_speed_scan,wind_speed_12_00,transition_probability_weighted,CRI,CRI_recomputed,0.95,5.9301,NaN,NaN,NaN,NaN,missing_sim,sigma=0.95 chain-risk VaR comparison
low_hidden_failure,wind_speed_scan,wind_speed_12_00,transition_probability_weighted,CRI,CRI_basic,0.95,5.9301,NaN,NaN,NaN,NaN,missing_sim,sigma=0.95 chain-risk VaR comparison
low_hidden_failure,penetration_scan,penetration_40pct,transition_probability_weighted,SLLR,SLLR,0.95,6.3899,NaN,NaN,NaN,NaN,missing_sim,sigma=0.95 chain-risk VaR comparison
