initial_branch,trial_id,stage_id,initial_outage_probability,stage_transition_probability,stage_cumulative_probability,probability_source,num_selected_candidates,num_unselected_candidates,stage_load_shed_mw,base_load_mw,stage_load_shed_frac,pf_converged,severity_valid,invalid_reason,replay_source
30,1,1,0.00065,0.965489085483192,0.000627567905564075,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
30,2,1,0.00065,0.965489085483192,0.000627567905564075,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
30,3,1,0.00065,0.965489085483192,0.000627567905564075,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
30,4,1,0.00065,0.965489085483192,0.000627567905564075,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
30,5,1,0.00065,0.965489085483192,0.000627567905564075,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
31,1,1,0.000582,0.995509885824888,0.000579386753550085,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
31,2,1,0.000582,0.995509885824888,0.000579386753550085,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
31,3,1,0.000582,0.995509885824888,0.000579386753550085,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
31,4,1,0.000582,0.995509885824888,0.000579386753550085,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
31,5,1,0.000582,0.995509885824888,0.000579386753550085,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
32,1,1,0.000515,0.651693737160961,0.000335622274637895,paper_table_4_1_initial_probability + candidate_transition_probability,0,44,680,6254.23,0.10872641396303,1,1,none,replayed_pf_result
32,2,1,0.000515,0.651693737160961,0.000335622274637895,paper_table_4_1_initial_probability + candidate_transition_probability,0,44,680,6254.23,0.10872641396303,1,1,none,replayed_pf_result
32,3,1,0.000515,0.651693737160961,0.000335622274637895,paper_table_4_1_initial_probability + candidate_transition_probability,0,44,680,6254.23,0.10872641396303,1,1,none,replayed_pf_result
32,4,1,0.000515,0.338533452828378,0.000174344728206615,paper_table_4_1_initial_probability + candidate_transition_probability,1,43,680,6254.23,0.10872641396303,1,1,none,replayed_pf_result
32,4,2,0.000515,0.984481725235885,0.00017163919881063,paper_table_4_1_initial_probability + candidate_transition_probability,0,42,680,6254.23,0.10872641396303,1,1,none,replayed_pf_result
32,5,1,0.000515,0.651693737160961,0.000335622274637895,paper_table_4_1_initial_probability + candidate_transition_probability,0,44,680,6254.23,0.10872641396303,1,1,none,replayed_pf_result
33,1,1,2.5e-05,0.851596668181146,2.12899167045287e-05,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
33,2,1,2.5e-05,0.851596668181146,2.12899167045287e-05,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
33,3,1,2.5e-05,0.851596668181146,2.12899167045287e-05,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
33,4,1,2.5e-05,0.851596668181146,2.12899167045287e-05,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
33,5,1,2.5e-05,0.851596668181146,2.12899167045287e-05,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
34,1,1,2.5e-05,0.951054955660308,2.37763738915077e-05,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
34,2,1,2.5e-05,0.951054955660308,2.37763738915077e-05,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
34,3,1,2.5e-05,0.951054955660308,2.37763738915077e-05,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
34,4,1,2.5e-05,0.951054955660308,2.37763738915077e-05,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
34,5,1,2.5e-05,0.951054955660308,2.37763738915077e-05,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
35,1,1,0.000514,0.428897092880293,0.000220453105740471,paper_table_4_1_initial_probability + candidate_transition_probability,2,43,0,6254.23,0,1,1,none,replayed_pf_result
35,1,2,0.000514,0.0131006872914009,2.88808720072405e-06,paper_table_4_1_initial_probability + candidate_transition_probability,3,38,247.5,6254.23,0.0395732168468381,1,1,none,replayed_pf_result
35,1,3,0.000514,0.0759755909600029,2.1942413181903e-07,paper_table_4_1_initial_probability + candidate_transition_probability,7,31,848.173,6254.23,0.135615895162154,1,1,none,replayed_after_load_shedding
35,1,4,0.000514,0,0,paper_table_4_1_initial_probability + candidate_transition_probability,0,22,3537.2875,6254.23,0.565583213281251,1,1,none,replayed_after_load_shedding
35,2,1,0.000514,0.235833820245627,0.000121218583606253,paper_table_4_1_initial_probability + candidate_transition_probability,1,44,0,6254.23,0,1,1,none,replayed_pf_result
35,2,2,0.000514,0.04353115930958,5.27678547424542e-06,paper_table_4_1_initial_probability + candidate_transition_probability,4,37,247.5,6254.23,0.0395732168468381,1,1,none,replayed_pf_result
35,2,3,0.000514,0.0551778412686552,2.91161631306659e-07,paper_table_4_1_initial_probability + candidate_transition_probability,8,29,556.5765,6254.23,0.0889920102074916,1,1,none,replayed_after_load_shedding
35,2,4,0.000514,0.851571210315012,2.47944862769105e-07,paper_table_4_1_initial_probability + candidate_transition_probability,0,6,4658.5435,6254.23,0.744862836832032,1,1,none,replayed_after_load_shedding
35,3,1,0.000514,0.428897092880293,0.000220453105740471,paper_table_4_1_initial_probability + candidate_transition_probability,2,43,0,6254.23,0,1,1,none,replayed_pf_result
35,3,2,0.000514,0.263547255385168,5.80998109590373e-05,paper_table_4_1_initial_probability + candidate_transition_probability,3,38,247.5,6254.23,0.0395732168468381,1,1,none,replayed_pf_result
35,3,3,0.000514,0.0879564346639389,5.11025222660577e-06,paper_table_4_1_initial_probability + candidate_transition_probability,8,30,848.173,6254.23,0.135615895162154,1,1,none,replayed_after_load_shedding
35,3,4,0.000514,0,0,paper_table_4_1_initial_probability + candidate_transition_probability,0,23,3537.2875,6254.23,0.565583213281251,1,1,none,replayed_after_load_shedding
35,4,1,0.000514,0.235833820245627,0.000121218583606253,paper_table_4_1_initial_probability + candidate_transition_probability,1,44,0,6254.23,0,1,1,none,replayed_pf_result
35,4,2,0.000514,0.165768817391583,2.00942612502912e-05,paper_table_4_1_initial_probability + candidate_transition_probability,2,39,247.5,6254.23,0.0395732168468381,1,1,none,replayed_pf_result
35,4,3,0.000514,0.0550827520722513,1.10684721052483e-06,paper_table_4_1_initial_probability + candidate_transition_probability,9,30,848.173,6254.23,0.135615895162154,1,1,none,replayed_after_load_shedding
35,4,4,0.000514,0,0,paper_table_4_1_initial_probability + candidate_transition_probability,0,22,3537.2875,6254.23,0.565583213281251,1,1,none,replayed_after_load_shedding
35,5,1,0.000514,0.428897092880293,0.000220453105740471,paper_table_4_1_initial_probability + candidate_transition_probability,2,43,0,6254.23,0,1,1,none,replayed_pf_result
35,5,2,0.000514,0.263547255385168,5.80998109590373e-05,paper_table_4_1_initial_probability + candidate_transition_probability,3,38,247.5,6254.23,0.0395732168468381,1,1,none,replayed_pf_result
35,5,3,0.000514,0.00391170030893177,2.27269048477343e-07,paper_table_4_1_initial_probability + candidate_transition_probability,10,28,848.173,6254.23,0.135615895162154,1,1,none,replayed_after_load_shedding
35,5,4,0.000514,0,0,paper_table_4_1_initial_probability + candidate_transition_probability,0,22,3537.2875,6254.23,0.565583213281251,1,1,none,replayed_after_load_shedding
36,1,1,0.000582,0.995509885824888,0.000579386753550085,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
36,2,1,0.000582,0.995509885824888,0.000579386753550085,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
36,3,1,0.000582,0.995509885824888,0.000579386753550085,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
36,4,1,0.000582,9.95609446769565e-05,5.79444698019887e-08,paper_table_4_1_initial_probability + candidate_transition_probability,1,44,0,6254.23,0,1,1,none,replayed_pf_result
36,4,2,0.000582,0.856560441251406,4.96329406216702e-08,paper_table_4_1_initial_probability + candidate_transition_probability,0,44,0,6254.23,0,1,1,none,replayed_pf_result
36,5,1,0.000582,0.995509885824888,0.000579386753550085,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
37,1,1,0.000502,0.834406737687225,0.000418872182318987,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
37,2,1,0.000502,0.053386612982436,2.68000797171829e-05,paper_table_4_1_initial_probability + candidate_transition_probability,1,44,0,6254.23,0,1,1,none,replayed_pf_result
37,2,2,0.000502,0.0648875773498959,1.73899224563208e-06,paper_table_4_1_initial_probability + candidate_transition_probability,3,41,0,6254.23,0,1,1,none,replayed_pf_result
37,2,3,0.000502,0.0108604396331044,1.88862203061239e-08,paper_table_4_1_initial_probability + candidate_transition_probability,2,38,625.423,6254.23,0.1,1,1,none,replayed_after_load_shedding
37,2,4,0.000502,0.021740252246849,4.10591193444697e-10,paper_table_4_1_initial_probability + candidate_transition_probability,5,33,1188.3037,6254.23,0.19,1,1,none,replayed_after_load_shedding
37,2,5,0.000502,1,4.10591193444697e-10,paper_table_4_1_initial_probability + candidate_transition_probability (no_candidate_table_transition_probability_set_to_1),0,0,4855.08379,6254.23,0.77628801467167,0,0,nonconverged_power_flow,invalid_nonconverged
37,3,1,0.000502,0.834406737687225,0.000418872182318987,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
37,4,1,0.000502,0.834406737687225,0.000418872182318987,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
37,5,1,0.000502,0.834406737687225,0.000418872182318987,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
38,1,1,0.000377,0.373808148611643,0.000140925672026589,paper_table_4_1_initial_probability + candidate_transition_probability,1,44,0,6254.23,0,1,1,none,replayed_pf_result
38,1,2,0.000377,0.798069189060847,0.000112468436792115,paper_table_4_1_initial_probability + candidate_transition_probability,0,40,521.5,6254.23,0.0833835660025295,1,1,none,replayed_pf_result
38,2,1,0.000377,0.332209047082473,0.000125242810750092,paper_table_4_1_initial_probability + candidate_transition_probability,2,43,0,6254.23,0,1,1,none,replayed_pf_result
38,2,2,0.000377,0.798069189060847,9.99524284110274e-05,paper_table_4_1_initial_probability + candidate_transition_probability,0,40,521.5,6254.23,0.0833835660025295,1,1,none,replayed_pf_result
38,3,1,0.000377,0.373808148611643,0.000140925672026589,paper_table_4_1_initial_probability + candidate_transition_probability,1,44,0,6254.23,0,1,1,none,replayed_pf_result
38,3,2,0.000377,0.0610196418803763,8.59923403881385e-06,paper_table_4_1_initial_probability + candidate_transition_probability,1,39,521.5,6254.23,0.0833835660025295,1,1,none,replayed_pf_result
38,3,3,0.000377,0.13045526865526,1.12181538676291e-06,paper_table_4_1_initial_probability + candidate_transition_probability,3,36,521.5,6254.23,0.0833835660025295,1,1,none,replayed_pf_result
38,3,4,0.000377,0.0300104275764899,3.36661594186405e-08,paper_table_4_1_initial_probability + candidate_transition_probability,3,32,1094.773,6254.23,0.175045209402277,1,1,none,replayed_after_load_shedding
38,3,5,0.000377,1,3.36661594186405e-08,paper_table_4_1_initial_probability + candidate_transition_probability (no_candidate_table_transition_probability_set_to_1),0,0,3071.0101,6254.23,0.491029287378302,0,0,nonconverged_power_flow,invalid_nonconverged
38,4,1,0.000377,0.373808148611643,0.000140925672026589,paper_table_4_1_initial_probability + candidate_transition_probability,1,44,0,6254.23,0,1,1,none,replayed_pf_result
38,4,2,0.000377,0.798069189060847,0.000112468436792115,paper_table_4_1_initial_probability + candidate_transition_probability,0,40,521.5,6254.23,0.0833835660025295,1,1,none,replayed_pf_result
38,5,1,0.000377,0.332209047082473,0.000125242810750092,paper_table_4_1_initial_probability + candidate_transition_probability,2,43,0,6254.23,0,1,1,none,replayed_pf_result
38,5,2,0.000377,0.798069189060847,9.99524284110274e-05,paper_table_4_1_initial_probability + candidate_transition_probability,0,40,521.5,6254.23,0.0833835660025295,1,1,none,replayed_pf_result
39,1,1,0.000445,0.921784459961481,0.000410194084682859,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
39,2,1,0.000445,0.921784459961481,0.000410194084682859,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
39,3,1,0.000445,0.921784459961481,0.000410194084682859,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
39,4,1,0.000445,0.921784459961481,0.000410194084682859,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
39,5,1,0.000445,0.921784459961481,0.000410194084682859,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
40,1,1,0.00049,0.995509885824888,0.000487799844054195,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
40,2,1,0.00049,0.995509885824888,0.000487799844054195,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
40,3,1,0.00049,0.995509885824888,0.000487799844054195,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
40,4,1,0.00049,0.995509885824888,0.000487799844054195,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
40,5,1,0.00049,0.995509885824888,0.000487799844054195,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
41,1,1,0.000457,0.995509885824888,0.000454948017821974,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
41,2,1,0.000457,0.995509885824888,0.000454948017821974,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
41,3,1,0.000457,0.995509885824888,0.000454948017821974,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
41,4,1,0.000457,0.995509885824888,0.000454948017821974,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
41,5,1,0.000457,0.995509885824888,0.000454948017821974,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
42,1,1,0.000603,0.395986267784342,0.000238779719473958,paper_table_4_1_initial_probability + candidate_transition_probability,1,44,0,6254.23,0,1,1,none,replayed_pf_result
42,1,2,0.000603,0.207461048468188,4.95374909550072e-05,paper_table_4_1_initial_probability + candidate_transition_probability,2,42,0,6254.23,0,1,1,none,replayed_pf_result
42,1,3,0.000603,0.784726788938827,3.8873396209209e-05,paper_table_4_1_initial_probability + candidate_transition_probability,0,35,852.5,6254.23,0.136307746916887,1,1,none,replayed_pf_result
42,2,1,0.000603,0.116955965947271,7.05244474662042e-05,paper_table_4_1_initial_probability + candidate_transition_probability,1,44,0,6254.23,0,1,1,none,replayed_pf_result
42,2,2,0.000603,0.996207021571377,7.02569497582743e-05,paper_table_4_1_initial_probability + candidate_transition_probability,0,38,852.5,6254.23,0.136307746916887,1,1,none,replayed_pf_result
42,3,1,0.000603,0.350713101876648,0.000211480000431619,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
42,4,1,0.000603,0.395986267784342,0.000238779719473958,paper_table_4_1_initial_probability + candidate_transition_probability,1,44,0,6254.23,0,1,1,none,replayed_pf_result
42,4,2,0.000603,0.642015982621789,0.000153300396228228,paper_table_4_1_initial_probability + candidate_transition_probability,1,43,0,6254.23,0,1,1,none,replayed_pf_result
42,4,3,0.000603,0.784726788938827,0.000120298927675227,paper_table_4_1_initial_probability + candidate_transition_probability,0,35,852.5,6254.23,0.136307746916887,1,1,none,replayed_pf_result
42,5,1,0.000603,0.350713101876648,0.000211480000431619,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
43,1,1,0.000477,0.995509885824888,0.000474858215538471,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
43,2,1,0.000477,0.995509885824888,0.000474858215538471,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
43,3,1,0.000477,0.995509885824888,0.000474858215538471,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
43,4,1,0.000477,0.995509885824888,0.000474858215538471,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
43,5,1,0.000477,0.995509885824888,0.000474858215538471,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
44,1,1,2.5e-05,0.944626899661201,2.361567249153e-05,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
44,2,1,2.5e-05,0.944626899661201,2.361567249153e-05,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
44,3,1,2.5e-05,0.944626899661201,2.361567249153e-05,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
44,4,1,2.5e-05,0.944626899661201,2.361567249153e-05,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
44,5,1,2.5e-05,0.944626899661201,2.361567249153e-05,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
45,1,1,0.000452,0.944674315343411,0.000426992790535222,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
45,2,1,0.000452,0.944674315343411,0.000426992790535222,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
45,3,1,0.000452,0.944674315343411,0.000426992790535222,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
45,4,1,0.000452,0.944674315343411,0.000426992790535222,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
45,5,1,0.000452,0.944674315343411,0.000426992790535222,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
46,1,1,0.000414,0.49984008293083,0.000206933794333364,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
46,2,1,0.000414,0.220289650375199,9.11999152553325e-05,paper_table_4_1_initial_probability + candidate_transition_probability,1,44,0,6254.23,0,1,1,none,replayed_pf_result
46,2,2,0.000414,0.666008258517157,6.07398967361163e-05,paper_table_4_1_initial_probability + candidate_transition_probability,3,41,0,6254.23,0,1,1,none,replayed_pf_result
46,2,3,0.000414,0.134702663432275,8.18182586695621e-06,paper_table_4_1_initial_probability + candidate_transition_probability,5,36,625.423,6254.23,0.1,1,1,none,replayed_after_load_shedding
46,2,4,0.000414,0,0,paper_table_4_1_initial_probability + candidate_transition_probability,0,26,2793.424,6254.23,0.446645550291563,1,1,none,replayed_after_load_shedding
46,3,1,0.000414,0.49984008293083,0.000206933794333364,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
46,4,1,0.000414,0.49984008293083,0.000206933794333364,paper_table_4_1_initial_probability + candidate_transition_probability,0,45,0,6254.23,0,1,1,none,replayed_pf_result
46,5,1,0.000414,0.220289650375199,9.11999152553325e-05,paper_table_4_1_initial_probability + candidate_transition_probability,1,44,0,6254.23,0,1,1,none,replayed_pf_result
46,5,2,0.000414,0.666008258517157,6.07398967361163e-05,paper_table_4_1_initial_probability + candidate_transition_probability,3,41,0,6254.23,0,1,1,none,replayed_pf_result
46,5,3,0.000414,4.96451806888859e-05,3.01544314848877e-09,paper_table_4_1_initial_probability + candidate_transition_probability,7,34,625.423,6254.23,0.1,1,1,none,replayed_after_load_shedding
46,5,4,0.000414,0,0,paper_table_4_1_initial_probability + candidate_transition_probability,0,21,3379.864,6254.23,0.540412488827561,1,1,none,replayed_after_load_shedding
